Fecha,Gas87,Gas91,Diesel
2018-08-16,19,20.51,20.08
2018-08-17,19.01,20.51,20.08
2018-08-18,19.02,20.52,20.09
2018-08-19,19.02,20.52,20.09
2018-08-20,19.02,20.52,20.09
2018-08-21,19.03,20.53,20.1
2018-08-22,19.04,20.53,20.11
2018-08-23,19.05,20.54,20.12
2018-08-24,19.07,20.55,20.13
2018-08-25,19.07,20.56,20.14
2018-08-26,19.07,20.56,20.14
2018-08-27,19.08,20.56,20.15
2018-08-28,19.09,20.57,20.16
2018-08-29,19.1,20.58,20.17
2018-08-30,19.11,20.59,20.18
2018-08-31,19.13,20.6,20.2
2018-09-01,19.15,20.61,20.21
2018-09-02,19.15,20.61,20.22
2018-09-03,19.15,20.62,20.22
2018-09-04,19.16,20.63,20.23
2018-09-05,19.17,20.63,20.24
2018-09-06,19.18,20.64,20.26
2018-09-07,19.19,20.65,20.27
2018-09-08,19.19,20.65,20.28
2018-09-09,19.19,20.65,20.28
2018-09-10,19.19,20.66,20.29
2018-09-11,19.2,20.66,20.29
2018-09-12,19.21,20.67,20.3
2018-09-13,19.22,20.69,20.32
2018-09-14,19.23,20.7,20.33
2018-09-15,19.24,20.71,20.33
2018-09-16,19.24,20.71,20.34
2018-09-17,19.24,20.71,20.34
2018-09-18,19.24,20.72,20.34
2018-09-19,19.24,20.72,20.34
2018-09-20,19.25,20.72,20.35
2018-09-21,19.25,20.73,20.35
2018-09-22,19.26,20.74,20.36
2018-09-23,19.26,20.74,20.36
2018-09-24,19.26,20.74,20.36
2018-09-25,19.27,20.75,20.37
2018-09-26,19.28,20.76,20.38
2018-09-27,19.3,20.78,20.4
2018-09-28,19.31,20.79,20.41
2018-09-29,19.32,20.81,20.43
2018-09-30,19.32,20.81,20.43
2018-10-01,19.33,20.82,20.44
2018-10-02,19.34,20.83,20.45
2018-10-03,19.35,20.85,20.47
2018-10-04,19.37,20.87,20.49
2018-10-05,19.39,20.88,20.51
2018-10-06,19.41,20.9,20.53
2018-10-07,19.41,20.9,20.53
2018-10-08,19.41,20.91,20.53
2018-10-09,19.43,20.92,20.55
2018-10-10,19.43,20.94,20.57
2018-10-11,19.44,20.95,20.59
2018-10-12,19.45,20.96,20.61
2018-10-13,19.45,20.96,20.62
2018-10-14,19.45,20.96,20.62
2018-10-15,19.45,20.97,20.62
2018-10-16,19.45,20.97,20.63
2018-10-17,19.45,20.97,20.63
2018-10-18,19.45,20.97,20.64
2018-10-19,19.45,20.97,20.65
2018-10-20,19.45,20.97,20.65
2018-10-21,19.45,20.97,20.66
2018-10-22,19.45,20.97,20.66
2018-10-23,19.45,20.97,20.67
2018-10-24,19.46,20.97,20.68
2018-10-25,19.46,20.98,20.69
2018-10-26,19.45,20.98,20.69
2018-10-27,19.45,20.97,20.7
2018-10-28,19.45,20.97,20.7
2018-10-29,19.45,20.97,20.71
2018-10-30,19.45,20.97,20.72
2018-10-31,19.45,20.97,20.73
2018-11-01,19.45,20.98,20.75
2018-11-02,19.46,20.98,20.76
2018-11-03,19.46,20.98,20.76
2018-11-04,19.46,20.98,20.76
2018-11-05,19.45,20.98,20.77
2018-11-06,19.45,20.98,20.77
2018-11-07,19.45,20.97,20.77
2018-11-08,19.45,20.97,20.78
2018-11-09,19.45,20.97,20.78
2018-11-10,19.45,20.97,20.78
2018-11-11,19.45,20.97,20.79
2018-11-12,19.44,20.97,20.79
2018-11-13,19.44,20.96,20.79
2018-11-14,19.43,20.96,20.8
2018-11-15,19.43,20.96,20.8
2018-11-16,19.4,20.94,20.79
2018-11-17,19.4,20.93,20.79
2018-11-18,19.4,20.93,20.79
2018-11-19,19.39,20.93,20.79
2018-11-20,19.4,20.94,20.79
2018-11-21,19.38,20.94,20.79
2018-11-22,19.37,20.93,20.79
2018-11-23,19.36,20.92,20.79
2018-11-24,19.35,20.91,20.79
2018-11-25,19.35,20.91,20.79
2018-11-26,19.35,20.91,20.79
2018-11-27,19.34,20.9,20.79
2018-11-28,19.33,20.89,20.78
2018-11-29,19.32,20.88,20.78
2018-11-30,19.31,20.87,20.77
2018-12-01,19.29,20.86,20.77
2018-12-02,19.28,20.85,20.76
2018-12-03,19.27,20.84,20.75
2018-12-04,19.25,20.82,20.74
2018-12-05,19.24,20.81,20.73
2018-12-06,19.23,20.8,20.72
2018-12-07,19.22,20.78,20.71
2018-12-08,19.2,20.76,20.71
2018-12-09,19.19,20.76,20.7
2018-12-10,19.19,20.75,20.7
2018-12-11,19.17,20.73,20.69
2018-12-12,19.15,20.71,20.68
2018-12-13,19.13,20.7,20.67
2018-12-14,19.12,20.67,20.67
2018-12-15,19.11,20.66,20.66
2018-12-16,19.1,20.66,20.66
2018-12-17,19.1,20.65,20.66
2018-12-18,19.09,20.64,20.66
2018-12-19,19.08,20.62,20.65
2018-12-20,19.06,20.6,20.64
2018-12-21,19.04,20.57,20.63
2018-12-22,19.02,20.55,20.62
2018-12-23,19.02,20.54,20.62
2018-12-24,19.01,20.53,20.61
2018-12-25,18.99,20.52,20.61
2018-12-26,18.98,20.51,20.6
2018-12-27,18.96,20.48,20.59
2018-12-28,18.94,20.46,20.58
2018-12-29,18.93,20.45,20.58
2018-12-30,18.93,20.44,20.57
2018-12-31,18.92,20.44,20.57
2019-01-01,18.87,20.38,20.52
2019-01-02,18.85,20.36,20.5
2019-01-03,18.83,20.34,20.49
2019-01-04,18.82,20.32,20.49
2019-01-05,18.8,20.31,20.48
2019-01-06,18.8,20.3,20.47
2019-01-07,18.79,20.3,20.47
2019-01-08,18.79,20.27,20.47
2019-01-09,18.79,20.26,20.46
2019-01-10,18.78,20.25,20.46
2019-01-11,18.78,20.24,20.47
2019-01-12,18.78,20.22,20.48
2019-01-13,18.79,20.22,20.48
2019-01-14,18.79,20.21,20.48
2019-01-15,18.79,20.21,20.49
2019-01-16,18.79,20.2,20.5
2019-01-17,18.79,20.18,20.51
2019-01-18,18.79,20.17,20.52
2019-01-19,18.79,20.15,20.54
2019-01-20,18.79,20.14,20.55
2019-01-21,18.8,20.14,20.56
2019-01-22,18.83,20.14,20.61
2019-01-23,18.85,20.14,20.66
2019-01-24,18.86,20.14,20.69
2019-01-25,18.87,20.13,20.73
2019-01-26,18.86,20.12,20.76
2019-01-27,18.86,20.11,20.77
2019-01-28,18.86,20.1,20.79
2019-01-29,18.85,20.07,20.85
2019-01-30,18.84,20.05,20.9
2019-01-31,18.83,20.03,20.94
2019-02-01,18.82,20.02,20.95
2019-02-02,18.82,20.01,20.98
2019-02-03,18.83,20.01,20.98
2019-02-04,18.82,20,20.99
2019-02-05,18.84,20,21.03
2019-02-06,18.89,20.02,21.13
2019-02-07,18.93,20.02,21.19
2019-02-08,18.96,20.04,21.22
2019-02-09,18.99,20.06,21.24
2019-02-10,18.99,20.06,21.25
2019-02-11,19,20.05,21.25
2019-02-12,19.01,20.05,21.25
2019-02-13,19.02,20.06,21.26
2019-02-14,19.03,20.06,21.29
2019-02-15,19.11,20.08,21.39
2019-02-16,19.23,20.13,21.48
2019-02-17,19.25,20.15,21.5
2019-02-18,19.29,20.16,21.53
2019-02-19,19.49,20.31,21.68
2019-02-20,19.62,20.41,21.78
2019-02-21,19.64,20.41,21.81
2019-02-22,19.67,20.42,21.82
2019-02-23,19.73,20.46,21.81
2019-02-24,19.74,20.46,21.81
2019-02-25,19.75,20.47,21.81
2019-02-26,19.77,20.47,21.78
2019-02-27,19.73,20.43,21.74
2019-02-28,19.69,20.39,21.71
2019-03-01,19.75,20.43,21.74
2019-03-02,19.8,20.48,21.75
2019-03-03,19.81,20.48,21.75
2019-03-04,19.81,20.49,21.75
2019-03-05,19.82,20.49,21.73
2019-03-06,19.83,20.49,21.72
2019-03-07,19.83,20.54,21.71
2019-03-08,19.85,20.68,21.72
2019-03-09,19.87,20.83,21.72
2019-03-10,19.87,20.87,21.72
2019-03-11,19.88,20.9,21.72
2019-03-12,19.88,20.96,21.67
2019-03-13,19.83,20.93,21.58
2019-03-14,19.8,20.91,21.55
2019-03-15,19.79,20.92,21.53
2019-03-16,19.75,20.94,21.49
2019-03-17,19.74,20.94,21.48
2019-03-18,19.74,20.94,21.48
2019-03-19,19.73,20.95,21.45
2019-03-20,19.7,20.95,21.41
2019-03-21,19.67,20.97,21.37
2019-03-22,19.66,20.97,21.34
2019-03-23,19.64,20.98,21.35
2019-03-24,19.63,20.98,21.36
2019-03-25,19.62,20.99,21.35
2019-03-26,19.62,21,21.34
2019-03-27,19.62,21,21.33
2019-03-28,19.61,21.01,21.32
2019-03-29,19.61,21.01,21.32
2019-03-30,19.6,21,21.33
2019-03-31,19.6,20.99,21.34
2019-04-01,19.6,20.99,21.34
2019-04-02,19.59,20.98,21.35
2019-04-03,19.59,20.95,21.36
2019-04-04,19.58,20.92,21.36
2019-04-05,19.58,20.91,21.36
2019-04-06,19.57,20.91,21.36
2019-04-07,19.56,20.91,21.36
2019-04-08,19.56,20.9,21.36
2019-04-09,19.55,20.91,21.35
2019-04-10,19.54,20.92,21.35
2019-04-11,19.53,20.93,21.35
2019-04-12,19.53,20.95,21.35
2019-04-13,19.52,20.96,21.34
2019-04-14,19.51,20.95,21.34
2019-04-15,19.51,20.95,21.34
2019-04-16,19.51,20.95,21.33
2019-04-17,19.5,20.95,21.32
2019-04-18,19.5,20.95,21.32
2019-04-19,19.49,20.94,21.32
2019-04-20,19.49,20.94,21.32
2019-04-21,19.49,20.94,21.32
2019-04-22,19.49,20.94,21.31
2019-04-23,19.49,20.94,21.31
2019-04-24,19.49,20.94,21.31
2019-04-25,19.48,20.95,21.31
2019-04-26,19.48,20.95,21.32
2019-04-27,19.48,20.95,21.31
2019-04-28,19.48,20.95,21.31
2019-04-29,19.48,20.95,21.31
2019-04-30,19.47,20.96,21.31
2019-05-01,19.47,20.95,21.31
2019-05-02,19.47,20.96,21.31
2019-05-03,19.46,20.96,21.31
2019-05-04,19.46,20.96,21.3
2019-05-05,19.46,20.96,21.3
2019-05-06,19.45,20.96,21.3
2019-05-07,19.45,20.96,21.29
2019-05-08,19.46,20.96,21.27
2019-05-09,19.46,20.96,21.26
2019-05-10,19.45,20.96,21.25
2019-05-11,19.46,20.96,21.25
2019-05-12,19.45,20.96,21.25
2019-05-13,19.43,20.96,21.25
2019-05-14,19.43,20.94,21.24
2019-05-15,19.43,20.94,21.24
2019-05-16,19.44,20.94,21.23
2019-05-17,19.44,20.94,21.22
2019-05-18,19.44,20.94,21.23
2019-05-19,19.43,20.94,21.22
2019-05-20,19.43,20.94,21.23
2019-05-21,19.44,20.94,21.24
2019-05-22,19.44,20.95,21.25
2019-05-23,19.44,20.95,21.25
2019-05-24,19.44,20.94,21.26
2019-05-25,19.43,20.94,21.24
2019-05-26,19.43,20.94,21.24
2019-05-27,19.43,20.93,21.23
2019-05-28,19.42,20.93,21.2
2019-05-29,19.42,20.93,21.18
2019-05-30,19.43,20.93,21.15
2019-05-31,19.42,20.93,21.12
2019-06-01,19.42,20.92,21.11
2019-06-02,19.42,20.93,21.11
2019-06-03,19.43,20.94,21.1
2019-06-04,19.42,20.94,21.09
2019-06-05,19.41,20.94,21.06
2019-06-06,19.36,20.94,21.03
2019-06-07,19.32,20.95,21
2019-06-08,19.33,20.95,21.02
2019-06-09,19.34,20.95,21.03
2019-06-10,19.34,20.95,21.03
2019-06-11,19.33,20.95,21.03
2019-06-12,19.29,20.95,21.01
2019-06-13,19.27,20.96,20.98
2019-06-14,19.24,20.95,20.96
2019-06-15,19.23,20.95,20.96
2019-06-16,19.25,20.95,20.98
2019-06-17,19.26,20.95,20.99
2019-06-18,19.28,20.95,21
2019-06-19,19.28,20.96,21
2019-06-20,19.27,20.96,21
2019-06-21,19.27,20.96,20.99
2019-06-22,19.28,20.96,21.02
2019-06-23,19.29,20.96,21.02
2019-06-24,19.3,20.96,21.03
2019-06-25,19.33,20.96,21.06
2019-06-26,19.35,20.96,21.1
2019-06-27,19.38,20.96,21.12
2019-06-28,19.39,20.97,21.13
2019-06-29,19.4,20.96,21.14
2019-06-30,19.4,20.96,21.14
2019-07-01,19.4,20.96,21.15
2019-07-02,19.4,20.96,21.15
2019-07-03,19.4,20.96,21.15
2019-07-04,19.41,20.96,21.16
2019-07-05,19.4,20.96,21.16
2019-07-06,19.4,20.96,21.16
2019-07-07,19.41,20.96,21.16
2019-07-08,19.41,20.96,21.16
2019-07-09,19.41,20.96,21.16
2019-07-10,19.4,20.96,21.15
2019-07-11,19.4,20.96,21.11
2019-07-12,19.41,20.97,21.09
2019-07-13,19.41,20.98,21.1
2019-07-14,19.41,21,21.11
2019-07-15,19.41,21,21.11
2019-07-16,19.41,21,21.13
2019-07-17,19.41,21,21.15
2019-07-18,19.41,20.98,21.15
2019-07-19,19.41,20.97,21.15
2019-07-20,19.41,20.97,21.15
2019-07-21,19.41,20.97,21.15
2019-07-22,19.4,20.96,21.14
2019-07-23,19.4,20.96,21.13
2019-07-24,19.4,20.95,21.11
2019-07-25,19.38,20.94,21.09
2019-07-26,19.39,20.95,21.08
2019-07-27,19.38,20.96,21.08
2019-07-28,19.39,20.96,21.08
2019-07-29,19.39,20.96,21.07
2019-07-30,19.36,20.96,21.09
2019-07-31,19.32,20.96,21.09
2019-08-01,19.3,20.96,21.11
2019-08-02,19.3,20.96,21.12
2019-08-03,19.32,20.95,21.12
2019-08-04,19.32,20.95,21.12
2019-08-05,19.34,20.95,21.12
2019-08-06,19.35,20.95,21.12
2019-08-07,19.35,20.95,21.11
2019-08-08,19.34,20.95,21.1
2019-08-09,19.33,20.96,21.09
2019-08-10,19.31,20.95,21.08
2019-08-11,19.31,20.95,21.08
2019-08-12,19.3,20.95,21.07
2019-08-13,19.27,20.95,21.05
2019-08-14,19.23,20.95,21.04
2019-08-15,19.2,20.95,21.03
2019-08-16,19.18,20.94,21.02
2019-08-17,19.2,20.95,21.04
2019-08-18,19.21,20.94,21.05
2019-08-19,19.22,20.94,21.06
2019-08-20,19.23,20.93,21.08
2019-08-21,19.23,20.94,21.09
2019-08-22,19.24,20.93,21.11
2019-08-23,19.25,20.93,21.12
2019-08-24,19.27,20.93,21.13
2019-08-25,19.28,20.92,21.13
2019-08-26,19.29,20.91,21.13
2019-08-27,19.3,20.94,21.14
2019-08-28,19.32,20.94,21.15
2019-08-29,19.33,20.94,21.15
2019-08-30,19.35,20.95,21.15
2019-08-31,19.35,20.95,21.15
2019-09-01,19.35,20.95,21.15
2019-09-02,19.35,20.96,21.15
2019-09-03,19.36,20.96,21.15
2019-09-04,19.37,20.95,21.16
2019-09-05,19.37,20.96,21.16
2019-09-06,19.38,20.96,21.16
2019-09-07,19.39,20.96,21.16
2019-09-08,19.39,20.96,21.16
2019-09-09,19.39,20.96,21.16
2019-09-10,19.39,20.94,21.17
2019-09-11,19.39,20.95,21.17
2019-09-12,19.39,20.95,21.17
2019-09-13,19.38,20.94,21.16
2019-09-14,19.38,20.94,21.16
2019-09-15,19.38,20.95,21.16
2019-09-16,19.37,20.94,21.15
2019-09-17,19.36,20.94,21.15
2019-09-18,19.35,20.94,21.14
2019-09-19,19.35,20.93,21.13
2019-09-20,19.35,20.93,21.13
2019-09-21,19.35,20.93,21.12
2019-09-22,19.35,20.92,21.12
2019-09-23,19.35,20.91,21.12
2019-09-24,19.36,20.92,21.13
2019-09-25,19.37,20.93,21.15
2019-09-26,19.37,20.93,21.16
2019-09-27,19.37,20.94,21.16
2019-09-28,19.37,20.95,21.16
2019-09-29,19.37,20.97,21.16
2019-09-30,19.37,20.97,21.16
2019-10-01,19.37,20.96,21.16
2019-10-02,19.36,20.96,21.14
2019-10-03,19.34,20.95,21.13
2019-10-04,19.32,20.95,21.11
2019-10-05,19.32,20.95,21.11
2019-10-06,19.33,20.95,21.11
2019-10-07,19.33,20.94,21.1
2019-10-08,19.31,20.94,21.09
2019-10-09,19.29,20.93,21.08
2019-10-10,19.28,20.91,21.07
2019-10-11,19.27,20.91,21.06
2019-10-12,19.28,20.89,21.07
2019-10-13,19.28,20.9,21.08
2019-10-14,19.29,20.9,21.08
2019-10-15,19.31,20.91,21.09
2019-10-16,19.33,20.91,21.09
2019-10-17,19.33,20.91,21.09
2019-10-18,19.33,20.91,21.08
2019-10-19,19.33,20.9,21.08
2019-10-20,19.33,20.9,21.08
2019-10-21,19.33,20.9,21.08
2019-10-22,19.34,20.89,21.07
2019-10-23,19.37,20.88,21.07
2019-10-24,19.37,20.87,21.06
2019-10-25,19.37,20.86,21.05
2019-10-26,19.36,20.84,21.06
2019-10-27,19.36,20.84,21.06
2019-10-28,19.35,20.82,21.06
2019-10-29,19.34,20.79,21.07
2019-10-30,19.33,20.78,21.07
2019-10-31,19.32,20.77,21.06
2019-11-01,19.3,20.75,21.06
2019-11-02,19.3,20.74,21.06
2019-11-03,19.3,20.73,21.06
2019-11-04,19.3,20.72,21.06
2019-11-05,19.31,20.73,21.05
2019-11-06,19.31,20.73,21.04
2019-11-07,19.32,20.73,21.03
2019-11-08,19.32,20.73,21.03
2019-11-09,19.32,20.73,21.03
2019-11-10,19.31,20.72,21.03
2019-11-11,19.31,20.72,21.03
2019-11-12,19.31,20.72,21.04
2019-11-13,19.31,20.72,21.05
2019-11-14,19.29,20.71,21.05
2019-11-15,19.29,20.7,21.05
2019-11-16,19.29,20.7,21.05
2019-11-17,19.29,20.7,21.05
2019-11-18,19.29,20.7,21.05
2019-11-19,19.29,20.71,21.06
2019-11-20,19.29,20.71,21.06
2019-11-21,19.29,20.7,21.07
2019-11-22,19.29,20.7,21.07
2019-11-23,19.3,20.7,21.08
2019-11-24,19.3,20.7,21.08
2019-11-25,19.32,20.71,21.09
2019-11-26,19.35,20.75,21.11
2019-11-27,19.38,20.78,21.12
2019-11-28,19.42,20.8,21.15
2019-11-29,19.46,20.83,21.17
2019-11-30,19.47,20.84,21.18
2019-12-01,19.47,20.84,21.19
2019-12-02,19.46,20.84,21.19
2019-12-03,19.46,20.85,21.21
2019-12-04,19.47,20.85,21.21
2019-12-05,19.47,20.85,21.21
2019-12-06,19.47,20.84,21.22
2019-12-07,19.45,20.83,21.22
2019-12-08,19.45,20.82,21.21
2019-12-09,19.45,20.82,21.21
2019-12-10,19.43,20.79,21.2
2019-12-11,19.41,20.78,21.19
2019-12-12,19.4,20.75,21.19
2019-12-13,19.39,20.73,21.18
2019-12-14,19.39,20.72,21.18
2019-12-15,19.39,20.72,21.19
2019-12-16,19.39,20.72,21.19
2019-12-17,19.4,20.72,21.19
2019-12-18,19.4,20.71,21.18
2019-12-19,19.4,20.71,21.19
2019-12-20,19.4,20.7,21.19
2019-12-21,19.41,20.71,21.19
2019-12-22,19.41,20.71,21.19
2019-12-23,19.41,20.71,21.19
2019-12-24,19.43,20.73,21.21
2019-12-25,19.45,20.75,21.23
2019-12-26,19.47,20.77,21.24
2019-12-27,19.5,20.79,21.27
2019-12-28,19.51,20.82,21.28
2019-12-29,19.51,20.82,21.28
2019-12-30,19.51,20.82,21.28
2019-12-31,19.52,20.86,21.29
2020-01-01,19.52,20.87,21.29
2020-01-02,19.53,20.87,21.29
2020-01-03,19.54,20.87,21.3
2020-01-04,19.54,20.86,21.29
2020-01-05,19.54,20.86,21.29
2020-01-06,19.54,20.86,21.29
2020-01-07,19.53,20.87,21.29
2020-01-08,19.53,20.87,21.29
2020-01-09,19.52,20.87,21.28
2020-01-10,19.51,20.87,21.27
2020-01-11,19.5,20.86,21.27
2020-01-12,19.5,20.87,21.28
2020-01-13,19.51,20.88,21.27
2020-01-14,19.51,20.87,21.27
2020-01-15,19.5,20.86,21.25
2020-01-16,19.49,20.86,21.24
2020-01-17,19.48,20.84,21.22
2020-01-18,19.5,20.83,21.26
2020-01-19,19.51,20.83,21.28
2020-01-20,19.51,20.83,21.29
2020-01-21,19.53,20.82,21.31
2020-01-22,19.53,20.81,21.31
2020-01-23,19.53,20.81,21.3
2020-01-24,19.53,20.8,21.29
2020-01-25,19.54,20.79,21.29
2020-01-26,19.54,20.78,21.29
2020-01-27,19.54,20.76,21.29
2020-01-28,19.54,20.75,21.29
2020-01-29,19.53,20.73,21.27
2020-01-30,19.51,20.69,21.26
2020-01-31,19.48,20.66,21.24
2020-02-01,19.45,20.63,21.19
2020-02-02,19.44,20.61,21.18
2020-02-03,19.43,20.6,21.17
2020-02-04,19.42,20.57,21.15
2020-02-05,19.39,20.54,21.12
2020-02-06,19.34,20.47,21.05
2020-02-07,19.29,20.42,21.02
2020-02-08,19.29,20.42,21.02
2020-02-09,19.28,20.41,21.02
2020-02-10,19.28,20.4,21.01
2020-02-11,19.29,20.4,21
2020-02-12,19.29,20.4,20.99
2020-02-13,19.28,20.4,20.97
2020-02-14,19.31,20.42,20.97
2020-02-15,19.35,20.44,20.98
2020-02-16,19.35,20.44,20.98
2020-02-17,19.36,20.44,20.98
2020-02-18,19.36,20.44,20.98
2020-02-19,19.37,20.44,20.98
2020-02-20,19.4,20.47,20.97
2020-02-21,19.47,20.52,20.98
2020-02-22,19.51,20.57,21
2020-02-23,19.52,20.58,21
2020-02-24,19.54,20.6,21
2020-02-25,19.55,20.63,21.01
2020-02-26,19.56,20.63,21
2020-02-27,19.57,20.6,20.98
2020-02-28,19.54,20.55,20.93
2020-02-29,19.5,20.51,20.9
2020-03-01,19.45,20.5,20.89
2020-03-02,19.44,20.49,20.88
2020-03-03,19.41,20.45,20.86
2020-03-04,19.4,20.45,20.87
2020-03-05,19.39,20.44,20.86
2020-03-06,19.39,20.43,20.86
2020-03-07,19.39,20.44,20.85
2020-03-08,19.39,20.43,20.84
2020-03-09,19.38,20.42,20.83
2020-03-10,19.33,20.37,20.79
2020-03-11,19.17,20.23,20.68
2020-03-12,19.01,20.11,20.58
2020-03-13,18.85,20,20.5
2020-03-14,18.56,19.79,20.4
2020-03-15,18.49,19.73,20.37
2020-03-16,18.42,19.68,20.34
2020-03-17,18.28,19.56,20.25
2020-03-18,18.07,19.33,20.12
2020-03-19,17.75,19.04,19.97
2020-03-20,17.28,18.61,19.78
2020-03-21,16.99,18.37,19.66
2020-03-22,16.92,18.3,19.63
2020-03-23,16.8,18.19,19.6
2020-03-24,16.5,17.9,19.54
2020-03-25,16.12,17.53,19.48
2020-03-26,15.86,17.31,19.47
2020-03-27,15.71,17.17,19.46
2020-03-28,15.53,17,19.39
2020-03-29,15.48,16.97,19.37
2020-03-30,15.38,16.88,19.34
2020-03-31,15.28,16.78,19.3